timestamp,site_id,site_name,streamflow_cfs,latitude,longitude
2025-05-19 21:45:00-04:00,01646500,"POTOMAC RIVER NEAR WASH, DC LITTLE FALLS PUMP STA",27000.0,38.94977778,-77.12763889
