,city,country,latitude,longitude,weather_main,weather_description,temperature,humidity,pressure,wind_speed,timestamp
0,College Park,US,38.9897,-76.9378,Clouds,overcast clouds,293.39,85,1013,1.99,2025-05-14 17:03:25
