crypto_id,timestamp,price_usd
bitcoin,2024-04-22 00:00:00,64936.4207567739
bitcoin,2024-04-23 00:00:00,66841.6668520736
bitcoin,2024-04-24 00:00:00,66406.9524439267
bitcoin,2024-04-25 00:00:00,64279.5181285752
bitcoin,2024-04-26 00:00:00,64486.183359159
bitcoin,2024-04-27 00:00:00,63802.3300492588
bitcoin,2024-04-28 00:00:00,63517.2487434096
bitcoin,2024-04-29 00:00:00,63030.4336166819
bitcoin,2024-04-30 00:00:00,63797.6796358996
bitcoin,2024-05-01 00:00:00,60749.4720921639
bitcoin,2024-05-02 00:00:00,58297.5740753255
bitcoin,2024-05-03 00:00:00,59135.1733607733
bitcoin,2024-05-04 00:00:00,62839.3407356938
bitcoin,2024-05-05 00:00:00,63820.451902925
bitcoin,2024-05-06 00:00:00,64010.0086521089
bitcoin,2024-05-07 00:00:00,63172.4812955134
bitcoin,2024-05-08 00:00:00,62363.0571917186
bitcoin,2024-05-09 00:00:00,61215.5040087919
bitcoin,2024-05-10 00:00:00,63148.599943097
bitcoin,2024-05-11 00:00:00,60888.2167495716
bitcoin,2024-05-12 00:00:00,60776.9720791721
bitcoin,2024-05-13 00:00:00,61507.0540041213
bitcoin,2024-05-14 00:00:00,62878.7833007293
bitcoin,2024-05-15 00:00:00,61569.1130057734
bitcoin,2024-05-16 00:00:00,66220.5183143283
bitcoin,2024-05-17 00:00:00,65260.8798033462
bitcoin,2024-05-18 00:00:00,67053.1232650956
bitcoin,2024-05-19 00:00:00,66912.618614037
bitcoin,2024-05-20 00:00:00,66252.7125959161
bitcoin,2024-05-21 00:00:00,71430.2970021514
bitcoin,2024-05-22 00:00:00,70189.8358177002
bitcoin,2024-05-23 00:00:00,69181.2008567776
bitcoin,2024-05-24 00:00:00,67906.4653427611
bitcoin,2024-05-25 00:00:00,68539.9164655299
bitcoin,2024-05-26 00:00:00,69268.4455897377
bitcoin,2024-05-27 00:00:00,68508.831108757
bitcoin,2024-05-28 00:00:00,69367.2387175573
bitcoin,2024-05-29 00:00:00,68316.6358804963
bitcoin,2024-05-30 00:00:00,67577.2655899596
bitcoin,2024-05-31 00:00:00,68372.4928843409
bitcoin,2024-06-01 00:00:00,67474.9548369841
bitcoin,2024-06-02 00:00:00,67704.3264181152
bitcoin,2024-06-03 00:00:00,67740.0169022248
bitcoin,2024-06-04 00:00:00,68808.2936859055
bitcoin,2024-06-05 00:00:00,70600.0111667609
bitcoin,2024-06-06 00:00:00,71184.599430592
bitcoin,2024-06-07 00:00:00,70759.5881930143
bitcoin,2024-06-08 00:00:00,69325.3623884722
bitcoin,2024-06-09 00:00:00,69315.1041233966
bitcoin,2024-06-10 00:00:00,69654.1607376036
bitcoin,2024-06-11 00:00:00,69493.1776091574
bitcoin,2024-06-12 00:00:00,67329.1523272432
bitcoin,2024-06-13 00:00:00,68224.5196750199
bitcoin,2024-06-14 00:00:00,66700.3169656438
bitcoin,2024-06-15 00:00:00,66011.0787371373
bitcoin,2024-06-16 00:00:00,66190.4874891135
bitcoin,2024-06-17 00:00:00,66615.5378213177
bitcoin,2024-06-18 00:00:00,66460.3889790995
bitcoin,2024-06-19 00:00:00,65109.3148121905
bitcoin,2024-06-20 00:00:00,64907.0746076032
bitcoin,2024-06-21 00:00:00,64844.6744179776
bitcoin,2024-06-22 00:00:00,64071.6242847097
bitcoin,2024-06-23 00:00:00,64239.9034881315
bitcoin,2024-06-24 00:00:00,63221.3573843748
bitcoin,2024-06-25 00:00:00,60363.2349752963
bitcoin,2024-06-26 00:00:00,61770.4138700954
bitcoin,2024-06-27 00:00:00,60749.8961940201
bitcoin,2024-06-28 00:00:00,61562.6453255004
bitcoin,2024-06-29 00:00:00,60317.0969794512
bitcoin,2024-06-30 00:00:00,60864.4431619343
bitcoin,2024-07-01 00:00:00,62734.3938394547
bitcoin,2024-07-02 00:00:00,62819.8222692185
bitcoin,2024-07-03 00:00:00,62042.5650371006
bitcoin,2024-07-04 00:00:00,60244.6807643309
bitcoin,2024-07-05 00:00:00,57189.1741240864
bitcoin,2024-07-06 00:00:00,56739.862851072
bitcoin,2024-07-07 00:00:00,58230.4841542266
bitcoin,2024-07-08 00:00:00,55880.3753776708
bitcoin,2024-07-09 00:00:00,56665.1407335203
bitcoin,2024-07-10 00:00:00,57988.303512084
bitcoin,2024-07-11 00:00:00,57704.2022844629
bitcoin,2024-07-12 00:00:00,57388.1924791667
bitcoin,2024-07-13 00:00:00,57899.2889574959
bitcoin,2024-07-14 00:00:00,59152.7191388729
bitcoin,2024-07-15 00:00:00,60942.3277399629
bitcoin,2024-07-16 00:00:00,64835.4897332157
bitcoin,2024-07-17 00:00:00,65162.2362523435
bitcoin,2024-07-18 00:00:00,64136.3138436069
bitcoin,2024-07-19 00:00:00,63959.5690080938
bitcoin,2024-07-20 00:00:00,66689.5488073496
bitcoin,2024-07-21 00:00:00,67206.0647061489
bitcoin,2024-07-22 00:00:00,68088.1399632453
bitcoin,2024-07-23 00:00:00,67607.7133991887
bitcoin,2024-07-24 00:00:00,65942.4174652284
bitcoin,2024-07-25 00:00:00,65403.5351302253
bitcoin,2024-07-26 00:00:00,65749.9636196533
bitcoin,2024-07-27 00:00:00,67920.2964857025
bitcoin,2024-07-28 00:00:00,68055.4083896874
bitcoin,2024-07-29 00:00:00,68242.2474440493
bitcoin,2024-07-30 00:00:00,66770.3209184827
bitcoin,2024-07-31 00:00:00,66219.051024861
bitcoin,2024-08-01 00:00:00,64679.7786470325
bitcoin,2024-08-02 00:00:00,65357.5296076743
bitcoin,2024-08-03 00:00:00,61407.2954739745
bitcoin,2024-08-04 00:00:00,60738.7449250574
bitcoin,2024-08-05 00:00:00,58006.2065866867
bitcoin,2024-08-06 00:00:00,53956.2618415974
bitcoin,2024-08-07 00:00:00,55959.8410739936
bitcoin,2024-08-08 00:00:00,55099.9518114673
bitcoin,2024-08-09 00:00:00,61859.0315990416
bitcoin,2024-08-10 00:00:00,60912.5885333508
bitcoin,2024-08-11 00:00:00,60887.708616415
bitcoin,2024-08-12 00:00:00,58804.2344999261
bitcoin,2024-08-13 00:00:00,59350.074332707
bitcoin,2024-08-14 00:00:00,60601.2231778973
bitcoin,2024-08-15 00:00:00,58739.1938223102
bitcoin,2024-08-16 00:00:00,57624.1169285219
bitcoin,2024-08-17 00:00:00,58881.9257915122
bitcoin,2024-08-18 00:00:00,59430.7916344586
bitcoin,2024-08-19 00:00:00,58438.2937426854
bitcoin,2024-08-20 00:00:00,59574.9458129409
bitcoin,2024-08-21 00:00:00,59060.1261007414
bitcoin,2024-08-22 00:00:00,61144.6876286661
bitcoin,2024-08-23 00:00:00,60387.5406232136
bitcoin,2024-08-24 00:00:00,64049.6856155558
bitcoin,2024-08-25 00:00:00,64157.1606134782
bitcoin,2024-08-26 00:00:00,64265.8163127286
bitcoin,2024-08-27 00:00:00,62922.5863467626
bitcoin,2024-08-28 00:00:00,59526.560879591
bitcoin,2024-08-29 00:00:00,59015.2963388794
bitcoin,2024-08-30 00:00:00,59351.5794909728
