ticker,Date,Open,High,Low,Close,Volume
AAPL,2024-06-28T04:00:00.000Z,215.0472481217,215.3462462653,209.5955695453,209.9144897461,82542700
AAPL,2024-07-01T04:00:00.000Z,211.3795621699,216.7814050653,211.2101334408,216.0239562988,60402900
AAPL,2024-07-02T04:00:00.000Z,215.4259709293,219.6418129349,214.3795002092,219.5321807861,58046200
AAPL,2024-07-03T04:00:00.000Z,219.2630807354,220.8078918457,218.2963286628,220.8078918457,37369800
AAPL,2024-07-05T04:00:00.000Z,220.9075403873,225.6914650308,220.9075403873,225.5818328857,60412400
AAPL,2024-07-08T04:00:00.000Z,226.3293190775,227.0867830588,222.5021854722,227.0568847656,59085900
AAPL,2024-07-09T04:00:00.000Z,227.1664984715,228.6315756478,225.611726417,227.9139862061,48076100
AAPL,2024-07-10T04:00:00.000Z,228.5319341377,232.2992713403,228.4820985774,232.1996002197,62627700
AAPL,2024-07-11T04:00:00.000Z,230.6149203701,231.611570705,225.0137503548,226.807723999,64710600
AAPL,2024-07-12T04:00:00.000Z,228.1531925564,231.8607330142,227.9139910016,229.7677612305,53046500
AAPL,2024-07-15T04:00:00.000Z,235.6878722144,236.4353599823,232.3092281118,233.6148376465,62631300
AAPL,2024-07-16T04:00:00.000Z,234.2128217621,235.4785719081,231.5517672717,234.0334320068,43234300
AAPL,2024-07-17T04:00:00.000Z,228.6814097931,230.6846866422,225.880824865,228.1133270264,57345900
AAPL,2024-07-18T04:00:00.000Z,229.508634937,229.6681026384,221.5254713324,223.4290618896,66034600
AAPL,2024-07-19T04:00:00.000Z,224.0669409422,226.0403043943,222.5320908735,223.5586395264,49151500
AAPL,2024-07-22T04:00:00.000Z,226.2495796049,227.0170045956,222.3427122456,223.2098083496,48201800
AAPL,2024-07-23T04:00:00.000Z,223.6184462298,226.1798450672,221.9341046142,224.2563018799,39960300
AAPL,2024-07-24T04:00:00.000Z,223.2496702854,224.046993578,216.4026874963,217.8079528809,61777600
AAPL,2024-07-25T04:00:00.000Z,218.1966535962,220.1102356489,213.9010930255,216.7614898682,51391200
AAPL,2024-07-26T04:00:00.000Z,217.9674156574,218.7547779038,215.2864239407,217.2299041748,41601300
AAPL,2024-07-29T04:00:00.000Z,216.23326097,218.5654190781,215.0273073866,217.508972168,36311800
AAPL,2024-07-30T04:00:00.000Z,218.4558011977,219.5919820328,215.3960772038,218.0671081543,41643800
AAPL,2024-07-31T04:00:00.000Z,220.6982497489,223.0702823818,219.8909654212,221.3361053467,50036300
AAPL,2024-08-01T04:00:00.000Z,223.6184179935,223.7280501323,216.2930475753,217.6285552979,62501000
AAPL,2024-08-02T04:00:00.000Z,218.4159219627,224.8443289995,216.9807582079,219.123550415,105568600
AAPL,2024-08-05T04:00:00.000Z,198.4231073968,212.7848420737,195.3434615758,208.5690155029,119548600
AAPL,2024-08-06T04:00:00.000Z,204.6123150651,209.2866075295,200.3964884423,206.5358428955,69660500
AAPL,2024-08-07T04:00:00.000Z,206.2069399964,212.9243684609,205.6986538206,209.1171722412,63516400
AAPL,2024-08-08T04:00:00.000Z,212.3961472236,213.4824924068,208.1304851325,212.5954742432,47161100
AAPL,2024-08-09T04:00:00.000Z,211.3895540245,216.0538705549,211.2599846072,215.5156860352,42201600
AAPL,2024-08-12T04:00:00.000Z,215.5955066303,219.0279394266,215.1265375561,217.0522918701,38028100
AAPL,2024-08-13T04:00:00.000Z,218.5290414242,221.4027217225,218.5290414242,220.7840881348,44155300
AAPL,2024-08-14T04:00:00.000Z,220.085624808,222.5402140016,219.2175250174,221.2330932617,41960600
AAPL,2024-08-15T04:00:00.000Z,224.1067698647,224.8551228159,222.2707990534,224.2265014648,46414000
AAPL,2024-08-16T04:00:00.000Z,223.428261554,226.3318747403,223.158850221,225.5535888672,44340200
AAPL,2024-08-19T04:00:00.000Z,225.2242960636,225.4937073779,222.5501737118,225.3939208984,40687800
AAPL,2024-08-20T04:00:00.000Z,225.2742080437,226.6711275208,224.9549034631,226.0125732422,30299000
AAPL,2024-08-21T04:00:00.000Z,226.0225636042,227.4793489004,224.555790524,225.9028167725,34765500
AAPL,2024-08-22T04:00:00.000Z,227.2897462808,227.8385414772,223.4082896745,224.0369110107,43695300
AAPL,2024-08-23T04:00:00.000Z,225.1644413074,227.718816964,223.8373602369,226.3418426514,38677300
AAPL,2024-08-26T04:00:00.000Z,226.2620154817,226.7808777925,223.398323052,226.6810913086,30602200
AAPL,2024-08-27T04:00:00.000Z,225.5036950185,228.3474423954,224.3961320136,227.5292358398,35934600
AAPL,2024-08-28T04:00:00.000Z,227.4194670399,229.3552090758,225.1843807837,225.9926147461,38052200
AAPL,2024-08-29T04:00:00.000Z,229.5947018961,232.4085012026,228.3773798224,229.285369873,51906300
AAPL,2024-08-30T04:00:00.000Z,229.6844899473,229.8940202472,226.9804345877,228.4971008301,52990800
AAPL,2024-09-03T04:00:00.000Z,228.048097902,228.4971066386,220.6842998116,222.2807922363,50190600
AAPL,2024-09-04T04:00:00.000Z,221.1732242458,221.2929558461,217.0023958736,220.3650054932,43840200
AAPL,2024-09-05T04:00:00.000Z,221.1432943761,224.9848304496,221.0335353326,221.8916473389,36615400
AAPL,2024-09-06T04:00:00.000Z,223.4581836488,224.7453592249,219.2873705935,220.335067749,48423000
AAPL,2024-09-09T04:00:00.000Z,220.3350822773,220.7840910234,216.2341073085,220.4248809814,67180000
AAPL,2024-09-10T04:00:00.000Z,218.4392283525,220.993603905,216.2540353715,219.6266174316,51591000
AAPL,2024-09-11T04:00:00.000Z,220.9736740468,222.6000841659,217.4115065634,222.1710357666,44587100
AAPL,2024-09-12T04:00:00.000Z,222.0113809043,223.0590781064,219.337273602,222.2807922363,37498200
AAPL,2024-09-13T04:00:00.000Z,223.0889978371,223.5479791051,221.4226671508,222.0113677979,36766600
AAPL,2024-09-16T04:00:00.000Z,216.0644583037,216.7429728995,213.450216855,215.8449554443,59357400
AAPL,2024-09-17T04:00:00.000Z,215.2761944372,216.4236628481,214.0289395447,216.3139038086,45519300
AAPL,2024-09-18T04:00:00.000Z,217.0722490373,222.2209209944,217.0622612538,220.2053527832,59894900
AAPL,2024-09-19T04:00:00.000Z,224.4959168796,229.3153117999,224.1367068475,228.3673858643,66781300
AAPL,2024-09-20T04:00:00.000Z,229.4649697486,232.5781131211,227.1201244358,227.6988525391,318679900
AAPL,2024-09-23T04:00:00.000Z,226.8407407932,228.9461076852,225.314102005,225.97265625,54146000
AAPL,2024-09-24T04:00:00.000Z,228.1478696149,228.8463445679,225.2342838755,226.8706817627,43556100
AAPL,2024-09-25T04:00:00.000Z,224.4360388805,226.7908568505,223.5280488422,225.8728790283,42308700
AAPL,2024-09-26T04:00:00.000Z,226.8008371412,227.9981988164,224.9149883158,227.0203552246,36636700
AAPL,2024-09-27T04:00:00.000Z,227.9582911728,229.0159608962,226.8008349669,227.2897491455,34026000
AAPL,2024-09-30T04:00:00.000Z,229.5348054855,232.4883117676,229.1456625684,232.4883117676,54541900
AAPL,2024-10-01T04:00:00.000Z,229.0159547825,229.145658936,223.2486494739,225.7132263184,63285000
AAPL,2024-10-02T04:00:00.000Z,225.3939223013,226.8706678099,222.5302299812,226.2819671631,32880600
AAPL,2024-10-03T04:00:00.000Z,224.6455731014,226.3119038145,222.8295778909,225.174407959,34044200
AAPL,2024-10-04T04:00:00.000Z,227.3995161376,227.4993026236,223.6378061748,226.301940918,37245100
AAPL,2024-10-07T04:00:00.000Z,224.006997575,225.1943867688,220.843960728,221.2031707764,39505400
AAPL,2024-10-08T04:00:00.000Z,223.8074274254,225.4837307413,222.7597302404,225.2742004395,31855700
AAPL,2024-10-09T04:00:00.000Z,224.7353864657,229.2454647247,224.3362709633,229.0359191895,33591100
AAPL,2024-10-10T04:00:00.000Z,227.2797751085,228.9959990646,226.6711141099,228.5370025635,28183500
AAPL,2024-10-11T04:00:00.000Z,228.7964498897,228.9062089338,226.8407474391,227.0502929688,31759200
AAPL,2024-10-14T04:00:00.000Z,228.1977569014,231.2211016066,228.0979856431,230.7920532227,39882100
AAPL,2024-10-15T04:00:00.000Z,233.0969778733,236.9684620134,231.8596955128,233.3364562988,64751400
AAPL,2024-10-16T04:00:00.000Z,231.0913986926,231.6102457794,229.3352540133,231.2709960938,34082200
AAPL,2024-10-17T04:00:00.000Z,232.9173703419,233.336461402,230.0137723986,231.6401824951,32993800
AAPL,2024-10-18T04:00:00.000Z,235.6613338693,235.6613338693,233.4961010856,234.4839324951,46431500
AAPL,2024-10-21T04:00:00.000Z,233.9351372635,236.329875922,233.9351372635,235.9606781006,36254500
AAPL,2024-10-22T04:00:00.000Z,233.3763660098,235.7012510478,232.0892056092,235.3420410156,38846600
AAPL,2024-10-23T04:00:00.000Z,233.5659512975,234.6236210524,227.2598230023,230.2532348633,52287000
AAPL,2024-10-24T04:00:00.000Z,229.4749437775,230.3131106507,227.908399523,230.063659668,31109500
AAPL,2024-10-25T04:00:00.000Z,229.2354789664,232.7078323587,229.0658541264,230.9018096924,38802300
AAPL,2024-10-28T04:00:00.000Z,232.8076249953,234.214516994,232.0393116905,232.8874359131,36087100
AAPL,2024-10-29T04:00:00.000Z,232.5881047635,233.815399348,231.8098189074,233.1568450928,35417200
AAPL,2024-10-30T04:00:00.000Z,232.0991784899,232.9572904999,229.0459008248,229.5946960449,47070900
AAPL,2024-10-31T04:00:00.000Z,228.8363549036,229.3252843216,224.8750719926,225.4138946533,64370100
AAPL,2024-11-01T04:00:00.000Z,220.4847443137,224.8551305713,219.7862845803,222.4204864502,65276700
AAPL,2024-11-04T05:00:00.000Z,220.5046966293,222.3007315284,219.2275088131,221.5224456787,44944500
AAPL,2024-11-05T05:00:00.000Z,221.3129191236,223.4581915257,220.6543648627,222.9592895508,28111300
AAPL,2024-11-06T05:00:00.000Z,222.1211369531,225.5735453042,220.7042571773,222.2308959961,54561100
AAPL,2024-11-07T05:00:00.000Z,224.1367061107,227.3795689475,224.0768403098,226.9804382324,42137700
AAPL,2024-11-08T05:00:00.000Z,226.9204999596,228.4088689968,226.161340146,226.7107391357,38328800
AAPL,2024-11-11T05:00:00.000Z,224.7528927427,225.4521209161,221.2567366334,223.9837341309,42005600
AAPL,2024-11-12T05:00:00.000Z,224.3033900056,225.3422411145,223.1146944897,223.9837341309,40398300
AAPL,2024-11-13T05:00:00.000Z,223.7639754064,226.4010754153,222.5153482196,224.872756958,48566200
AAPL,2024-11-14T05:00:00.000Z,224.7728777755,228.6186403972,224.7528954725,227.9693603516,44923900
AAPL,2024-11-15T05:00:00.000Z,226.1513402031,226.6707733581,224.0236899333,224.7528839111,47923700
AAPL,2024-11-18T05:00:00.000Z,225.002614963,229.4876892235,224.9227009955,227.7695770264,44686000
AAPL,2024-11-19T05:00:00.000Z,226.7307063421,229.9072217124,226.4110657201,228.0292816162,36211800
AAPL,2024-11-20T05:00:00.000Z,227.8095193428,229.677460645,225.6419044821,228.7484893799,35169600
AAPL,2024-11-21T05:00:00.000Z,228.6286329426,229.9072259382,225.4621162861,228.26902771,42108300
AAPL,2024-11-22T05:00:00.000Z,227.8095287387,230.4666110293,227.8095287387,229.6175384521,38168300
AAPL,2024-11-25T05:00:00.000Z,231.2058026889,232.9938300911,229.4876904823,232.6142425537,90152800
AAPL,2024-11-26T05:00:00.000Z,233.0737384116,235.3112837347,233.0737384116,234.8018341064,45986200
AAPL,2024-11-27T05:00:00.000Z,234.2124955401,235.4311568997,233.5532167242,234.6719818115,33498400
AAPL,2024-11-29T05:00:00.000Z,234.55211455,237.5488197625,233.7130407485,237.0693511963,28481400
AAPL,2024-12-02T05:00:00.000Z,237.0094144648,240.5255375315,236.8995346664,239.3268585205,48137100
AAPL,2024-12-03T05:00:00.000Z,239.546621885,242.4933789457,238.6376176509,242.3834991455,38861000
AAPL,2024-12-04T05:00:00.000Z,242.6032573953,243.8419010231,240.9850414761,242.7431030273,44383900
AAPL,2024-12-05T05:00:00.000Z,243.7220401322,244.2714238935,241.864082293,242.7730712891,40033900
AAPL,2024-12-06T05:00:00.000Z,242.6432183998,244.361330563,241.8141281503,242.5732879639,36870600
AAPL,2024-12-09T05:00:00.000Z,241.5644091832,246.9684712451,241.4844952151,246.4790039062,44649200
AAPL,2024-12-10T05:00:00.000Z,246.6188406529,247.937398216,245.0705399661,247.4978790283,36914800
AAPL,2024-12-11T05:00:00.000Z,247.6876707673,250.5245479203,245.9895256937,246.2192840576,45205800
AAPL,2024-12-12T05:00:00.000Z,246.6188509234,248.4668252463,245.4101731069,247.6876831055,32777500
AAPL,2024-12-13T05:00:00.000Z,247.5478258229,249.0161972945,245.9695593128,247.8574829102,33155300
AAPL,2024-12-16T05:00:00.000Z,247.7176441603,251.1039203969,247.37800599,250.7642822266,51694800
AAPL,2024-12-17T05:00:00.000Z,249.8053394316,253.5512208136,249.5056658726,253.2015991211,51356400
AAPL,2024-12-18T05:00:00.000Z,251.8830592765,254.0007260279,247.4679155399,247.7775726318,56774100
AAPL,2024-12-19T05:00:00.000Z,247.2281772707,251.7232350393,246.8186239048,249.5156555176,60882300
AAPL,2024-12-20T05:00:00.000Z,247.7675818131,254.7199446561,245.4201718605,254.2105102539,147495300
AAPL,2024-12-23T05:00:00.000Z,254.4902036649,255.3692268423,253.1716460359,254.989654541,40858800
AAPL,2024-12-24T05:00:00.000Z,255.2094124344,257.9264111594,255.0096198917,257.9164428711,23234700
AAPL,2024-12-26T05:00:00.000Z,257.9064291627,259.8143350441,257.3470466563,258.7355041504,27237100
AAPL,2024-12-27T05:00:00.000Z,257.5468258284,258.415895961,252.782075436,255.3092956543,42355300
AAPL,2024-12-30T05:00:00.000Z,251.9529852424,253.2215947383,250.4746149137,251.9230194092,35557500
AAPL,2024-12-31T05:00:00.000Z,252.1627595524,253.0018333621,249.1560555378,250.1449737549,39480700
AAPL,2025-01-02T05:00:00.000Z,248.6566066,248.8264333114,241.554429753,243.5821990967,55740700
AAPL,2025-01-03T05:00:00.000Z,243.0927276611,243.9118191607,241.6243408864,243.0927276611,40244100
AAPL,2025-01-06T05:00:00.000Z,244.0416818737,247.0583693989,242.9329003317,244.7309265137,45045600
AAPL,2025-01-07T05:00:00.000Z,242.7131436195,245.2803284403,241.0849441271,241.9440002441,40856000
AAPL,2025-01-08T05:00:00.000Z,241.6542990503,243.4423416408,239.7863577362,242.4334411621,37628900
AAPL,2025-01-10T05:00:00.000Z,239.7463920626,239.8962364632,232.7440966172,236.5898742676,61710900
AAPL,2025-01-13T05:00:00.000Z,233.2735232258,234.4122706051,229.4677100171,234.1425628662,49630700
AAPL,2025-01-14T05:00:00.000Z,234.4921751774,235.8606656354,232.2146805101,233.0237884521,39435300
AAPL,2025-01-15T05:00:00.000Z,234.3823010729,238.6975638582,234.1725250033,237.6087493896,39832000
AAPL,2025-01-16T05:00:00.000Z,237.0893363485,237.7485999193,227.7795647267,228.0093078613,71759100
AAPL,2025-01-17T05:00:00.000Z,231.8650660977,232.0348775638,228.2290643881,229.7274169922,68488300
AAPL,2025-01-21T05:00:00.000Z,223.7539842375,224.1735211289,219.13906319,222.3954772949,98070400
AAPL,2025-01-22T05:00:00.000Z,219.5485961105,223.8738422646,219.5485961105,223.5841674805,64126500
AAPL,2025-01-23T05:00:00.000Z,224.4931833881,226.7806616749,222.0558606945,223.4143676758,60234800
AAPL,2025-01-24T05:00:00.000Z,224.5331275379,225.3822000972,221.1668336169,222.5353240967,54697900
AAPL,2025-01-27T05:00:00.000Z,223.7739617116,231.8950221176,223.7339971084,229.6075439453,94863400
AAPL,2025-01-28T05:00:00.000Z,230.596471272,239.9262098047,230.5565066671,237.9983215332,75707600
AAPL,2025-01-29T05:00:00.000Z,233.8628715637,239.5965730647,233.7529917621,239.0971221924,45486100
AAPL,2025-01-30T05:00:00.000Z,238.4078714718,240.5255382389,236.9494834975,237.3290557861,55658300
AAPL,2025-01-31T05:00:00.000Z,246.9185272875,246.9185272875,233.1836281546,235.740814209,101075100
AAPL,2025-02-03T05:00:00.000Z,229.7374189587,231.5753945205,225.4521219159,227.7595825195,73063300
AAPL,2025-02-04T05:00:00.000Z,227.0004191087,232.8739661836,226.4010719714,232.5443267822,45067300
AAPL,2025-02-05T05:00:00.000Z,228.2790158263,232.4144684638,228.0193068583,232.2146911621,39620300
AAPL,2025-02-06T05:00:00.000Z,231.0359788855,233.5432320311,230.1769227715,232.9638671875,29925300
AAPL,2025-02-07T05:00:00.000Z,232.3445476829,233.7430040032,227.0104008794,227.3800048828,39707200
AAPL,2025-02-10T05:00:00.000Z,229.5700073242,230.5899963379,227.1999969482,227.6499938965,33115600
AAPL,2025-02-11T05:00:00.000Z,228.1999969482,235.2299957275,228.1300048828,232.6199951172,53718400
AAPL,2025-02-12T05:00:00.000Z,231.1999969482,236.9600067139,230.6799926758,236.8699951172,45243300
AAPL,2025-02-13T05:00:00.000Z,236.9100036621,242.3399963379,235.5700073242,241.5299987793,53614100
AAPL,2025-02-14T05:00:00.000Z,241.25,245.5500030518,240.9900054932,244.6000061035,40896200
AAPL,2025-02-18T05:00:00.000Z,244.1499938965,245.1799926758,241.8399963379,244.4700012207,48822500
AAPL,2025-02-19T05:00:00.000Z,244.6600036621,246.0099945068,243.1600036621,244.8699951172,32204200
AAPL,2025-02-20T05:00:00.000Z,244.9400024414,246.7799987793,244.2899932861,245.8300018311,32316900
AAPL,2025-02-21T05:00:00.000Z,245.9499969482,248.6900024414,245.2200012207,245.5500030518,53197400
AAPL,2025-02-24T05:00:00.000Z,244.9299926758,248.8600006104,244.4199981689,247.1000061035,51326400
AAPL,2025-02-25T05:00:00.000Z,248.0,250.0,244.9100036621,247.0399932861,48013300
AAPL,2025-02-26T05:00:00.000Z,244.3300018311,244.9799957275,239.1300048828,240.3600006104,44433600
AAPL,2025-02-27T05:00:00.000Z,239.4100036621,242.4600067139,237.0599975586,237.3000030518,41153600
AAPL,2025-02-28T05:00:00.000Z,236.9499969482,242.0899963379,230.1999969482,241.8399963379,56833400
AAPL,2025-03-03T05:00:00.000Z,241.7899932861,244.0299987793,236.1100006104,238.0299987793,47184000
AAPL,2025-03-04T05:00:00.000Z,237.7100067139,240.0700073242,234.6799926758,235.9299926758,53798100
AAPL,2025-03-05T05:00:00.000Z,235.4199981689,236.5500030518,229.2299957275,235.7400054932,47227600
AAPL,2025-03-06T05:00:00.000Z,234.4400024414,237.8600006104,233.1600036621,235.3300018311,45170400
AAPL,2025-03-07T05:00:00.000Z,235.1100006104,241.3699951172,234.7599945068,239.0700073242,46273600
AAPL,2025-03-10T04:00:00.000Z,235.5399932861,236.1600036621,224.2200012207,227.4799957275,72071200
AAPL,2025-03-11T04:00:00.000Z,223.8099975586,225.8399963379,217.4499969482,220.8399963379,76137400
AAPL,2025-03-12T04:00:00.000Z,220.1399993896,221.75,214.9100036621,216.9799957275,62547500
AAPL,2025-03-13T04:00:00.000Z,215.9499969482,216.8399963379,208.4199981689,209.6799926758,61368300
AAPL,2025-03-14T04:00:00.000Z,211.25,213.9499969482,209.5800018311,213.4900054932,60107600
AAPL,2025-03-17T04:00:00.000Z,213.3099975586,215.2200012207,209.9700012207,214.0,48073400
AAPL,2025-03-18T04:00:00.000Z,214.1600036621,215.1499938965,211.4900054932,212.6900024414,42432400
AAPL,2025-03-19T04:00:00.000Z,214.2200012207,218.7599945068,213.75,215.2400054932,54385400
AAPL,2025-03-20T04:00:00.000Z,213.9900054932,217.4900054932,212.2200012207,214.1000061035,48862900
AAPL,2025-03-21T04:00:00.000Z,211.5599975586,218.8399963379,211.2799987793,218.2700042725,94127800
AAPL,2025-03-24T04:00:00.000Z,221.0,221.4799957275,218.5800018311,220.7299957275,44299500
AAPL,2025-03-25T04:00:00.000Z,220.7700042725,224.1000061035,220.0800018311,223.75,34493600
AAPL,2025-03-26T04:00:00.000Z,223.5099945068,225.0200042725,220.4700012207,221.5299987793,34466100
AAPL,2025-03-27T04:00:00.000Z,221.3899993896,224.9900054932,220.5599975586,223.8500061035,37094800
AAPL,2025-03-28T04:00:00.000Z,221.6699981689,223.8099975586,217.6799926758,217.8999938965,39818600
AAPL,2025-03-31T04:00:00.000Z,217.0099945068,225.6199951172,216.2299957275,222.1300048828,65299300
AAPL,2025-04-01T04:00:00.000Z,219.8099975586,223.6799926758,218.8999938965,223.1900024414,36412700
AAPL,2025-04-02T04:00:00.000Z,221.3200073242,225.1900024414,221.0200042725,223.8899993896,35905900
AAPL,2025-04-03T04:00:00.000Z,205.5399932861,207.4900054932,201.25,203.1900024414,103419000
AAPL,2025-04-04T04:00:00.000Z,193.8899993896,199.8800048828,187.3399963379,188.3800048828,125910900
AAPL,2025-04-07T04:00:00.000Z,177.1999969482,194.1499938965,174.6199951172,181.4600067139,160466300
AAPL,2025-04-08T04:00:00.000Z,186.6999969482,190.3399963379,169.2100067139,172.4199981689,120859500
AAPL,2025-04-09T04:00:00.000Z,171.9499969482,200.6100006104,171.8899993896,198.8500061035,184395900
AAPL,2025-04-10T04:00:00.000Z,189.0700073242,194.7799987793,183.0,190.4199981689,121880000
AAPL,2025-04-11T04:00:00.000Z,186.1000061035,199.5399932861,186.0599975586,198.1499938965,87435900
AAPL,2025-04-14T04:00:00.000Z,211.4400024414,212.9400024414,201.1600036621,202.5200042725,101352900
AAPL,2025-04-15T04:00:00.000Z,201.8600006104,203.5099945068,199.8000030518,202.1399993896,51343900
AAPL,2025-04-16T04:00:00.000Z,198.3600006104,200.6999969482,192.3699951172,194.2700042725,59732400
AAPL,2025-04-17T04:00:00.000Z,197.1999969482,198.8300018311,194.4199981689,196.9799957275,51334300
