form,league,team,fixtures,goals,biggest,clean_sheet,failed_to_score,penalty,lineups,cards
WLWLLWLWWLWWWLWLDLWLDWWWWLLWDLDDWDLLWW,"{""id"": 39, ""name"": ""Premier League"", ""country"": ""England"", ""logo"": ""https://media.api-sports.io/football/leagues/39.png"", ""flag"": ""https://media.api-sports.io/flags/gb-eng.svg"", ""season"": 2023}","{""id"": 33, ""name"": ""Manchester United"", ""logo"": ""https://media.api-sports.io/football/teams/33.png""}","{""played"": {""home"": 19, ""away"": 19, ""total"": 38}, ""wins"": {""home"": 10, ""away"": 8, ""total"": 18}, ""draws"": {""home"": 3, ""away"": 3, ""total"": 6}, ""loses"": {""home"": 6, ""away"": 8, ""total"": 14}}","{""for"": {""total"": {""home"": 31, ""away"": 26, ""total"": 57}, ""average"": {""home"": ""1.6"", ""away"": ""1.4"", ""total"": ""1.5""}, ""minute"": {""min_0_15"": {""total"": 7, ""percentage"": ""12.07%""}, ""min_16_30"": {""total"": 7, ""percentage"": ""12.07%""}, ""min_31_45"": {""total"": 8, ""percentage"": ""13.79%""}, ""min_46_60"": {""total"": 7, ""percentage"": ""12.07%""}, ""min_61_75"": {""total"": 10, ""percentage"": ""17.24%""}, ""min_76_90"": {""total"": 14, ""percentage"": ""24.14%""}, ""min_91_105"": {""total"": 5, ""percentage"": ""8.62%""}, ""min_106_120"": {""total"": null, ""percentage"": null}}, ""under_over"": {""under_over_0_5"": {""over"": 29, ""under"": 9}, ""under_over_1_5"": {""over"": 18, ""under"": 20}, ""under_over_2_5"": {""over"": 8, ""under"": 30}, ""under_over_3_5"": {""over"": 2, ""under"": 36}, ""under_over_4_5"": {""over"": 0, ""under"": 38}}}, ""against"": {""total"": {""home"": 28, ""away"": 30, ""total"": 58}, ""average"": {""home"": ""1.5"", ""away"": ""1.6"", ""total"": ""1.5""}, ""minute"": {""min_0_15"": {""total"": 6, ""percentage"": ""10.53%""}, ""min_16_30"": {""total"": 12, ""percentage"": ""21.05%""}, ""min_31_45"": {""total"": 5, ""percentage"": ""8.77%""}, ""min_46_60"": {""total"": 9, ""percentage"": ""15.79%""}, ""min_61_75"": {""total"": 9, ""percentage"": ""15.79%""}, ""min_76_90"": {""total"": 7, ""percentage"": ""12.28%""}, ""min_91_105"": {""total"": 9, ""percentage"": ""15.79%""}, ""min_106_120"": {""total"": null, ""percentage"": null}}, ""under_over"": {""under_over_0_5"": {""over"": 29, ""under"": 9}, ""under_over_1_5"": {""over"": 19, ""under"": 19}, ""under_over_2_5"": {""over"": 8, ""under"": 30}, ""under_over_3_5"": {""over"": 2, ""under"": 36}, ""under_over_4_5"": {""over"": 0, ""under"": 38}}}}","{""streak"": {""wins"": 4, ""draws"": 2, ""loses"": 2}, ""wins"": {""home"": ""3-0"", ""away"": ""0-3""}, ""loses"": {""home"": ""0-3"", ""away"": ""4-0""}, ""goals"": {""for"": {""home"": 4, ""away"": 4}, ""against"": {""home"": 3, ""away"": 4}}}","{""home"": 4, ""away"": 5, ""total"": 9}","{""home"": 4, ""away"": 5, ""total"": 9}","{""scored"": {""total"": 6, ""percentage"": ""100.00%""}, ""missed"": {""total"": 0, ""percentage"": ""0%""}, ""total"": 6}","[{""formation"": ""4-2-3-1"", ""played"": 32}, {""formation"": ""4-3-1-2"", ""played"": 2}, {""formation"": ""4-2-2-2"", ""played"": 2}, {""formation"": ""4-1-4-1"", ""played"": 1}, {""formation"": ""4-2-4"", ""played"": 1}]","{""yellow"": {""min_0_15"": {""total"": 4, ""percentage"": ""4.82%""}, ""min_16_30"": {""total"": 8, ""percentage"": ""9.64%""}, ""min_31_45"": {""total"": 13, ""percentage"": ""15.66%""}, ""min_46_60"": {""total"": 12, ""percentage"": ""14.46%""}, ""min_61_75"": {""total"": 10, ""percentage"": ""12.05%""}, ""min_76_90"": {""total"": 16, ""percentage"": ""19.28%""}, ""min_91_105"": {""total"": 19, ""percentage"": ""22.89%""}, ""min_106_120"": {""total"": null, ""percentage"": null}, ""unknown_time"": {""total"": 1, ""percentage"": ""1.20%""}}, ""red"": {""min_0_15"": {""total"": null, ""percentage"": null}, ""min_16_30"": {""total"": null, ""percentage"": null}, ""min_31_45"": {""total"": null, ""percentage"": null}, ""min_46_60"": {""total"": null, ""percentage"": null}, ""min_61_75"": {""total"": null, ""percentage"": null}, ""min_76_90"": {""total"": null, ""percentage"": null}, ""min_91_105"": {""total"": 1, ""percentage"": ""100.00%""}, ""min_106_120"": {""total"": null, ""percentage"": null}}}"
